OLT,Tarjeta,Puerto,Clientes afectados,Hora de afectación,CLASE
flc-coro-olt-01,6,12,12,4:12 pm,Masivo
flc-coro-olt-01,5,12,53,7:37 am,Masivo
mbo-bvis-olt-01,5,6,13,9:32 am,Masivo
flc-coro-olt-04,7,0,50,1:19 pm,Masivo
mbo-call-olt-05,2,14,5,5:33 a.m.,Puntual
flc-coro-olt-04,2,14,26,4:26 pm,Masivo
mbo-bvis-olt-01,3,14,5,1:16 am,Puntual
mbo-call-olt-05,4,13,4,5:46 a.m.,Puntual
mbo-bvis-olt-01,5,11,1,7:18 am,Puntual
mbo-bvis-olt-05,4,3,8,2:25 pm,Masivo
mbo-bvis-olt-01,5,14,5,9:50 pm,Puntual
flc-coro-olt-01,2,11,5,8:04 am,Puntual
mbo-call-olt-02,6,11,10,4:02 am,Masivo
mbo-bvis-olt-01,4,3,5,6:06 am,Puntual
flc-coro-olt-01,6,7,36,1:09 a.m.,Masivo
mbo-lpue-olt-00,4,10,14,11:57 p.m.,Masivo
mbo-call-olt-02,7,0,13,2:31 am,Masivo
mbo-pomo-olt-00,7,14,2,4:16 a.m.,Puntual
mbo-lpue-olt-00,7,14,2,8:03 am,Puntual
flc-coro-olt-01,2,8,28,6:26 pm,Masivo
mbo-call-olt-05,6,0,11,7:30 am,Masivo
mbo-bvis-olt-03,5,3,12,5:54 pm,Masivo
mbo-pomo-olt-00,6,5,2,10:58 am,Puntual
mbo-call-olt-05,7,6,9,10:53 am,Masivo
mbo-bvis-olt-01,5,11,24,4:43 am,Masivo
mbo-lpue-olt-00,3,4,34,9:03 pm,Masivo
mbo-bvis-olt-03,1,5,14,12:01 a.m.,Masivo
mbo-lpue-olt-00,6,10,1,6:24 am,Puntual
mbo-call-olt-05,6,5,15,1:32 am,Masivo
mbo-bvis-olt-05,4,13,17,2:58 p.m.,Masivo
mbo-call-olt-05,3,8,4,11:22 a.m.,Puntual
mbo-bvis-olt-01,5,8,60,2:53 am,Masivo
mbo-bvis-olt-05,2,5,7,1:31 a.m.,Masivo
mbo-pomo-olt-00,7,9,5,6:13 am,Puntual
flc-coro-olt-04,4,12,14,6:33 pm,Masivo
mbo-bvis-olt-03,1,14,14,4:25 am,Masivo
flc-coro-olt-01,2,7,4,2:49 a.m.,Puntual
flc-coro-olt-01,4,0,5,8:07 p.m.,Puntual
flc-coro-olt-01,4,0,10,7:33 pm,Masivo
mbo-call-olt-02,1,15,52,10:23 am,Masivo
mbo-bvis-olt-05,2,15,2,9:52 a.m.,Puntual
mbo-call-olt-05,5,11,6,3:21 a.m.,Masivo
flc-coro-olt-04,2,9,5,5:16 p.m.,Puntual
mbo-call-olt-02,4,6,22,11:14 am,Masivo
flc-coro-olt-01,3,14,9,5:44 am,Masivo
mbo-bvis-olt-03,1,2,11,4:59 am,Masivo
mbo-call-olt-02,7,1,1,4:21 p.m.,Puntual
mbo-lpue-olt-00,4,3,3,1:02 am,Puntual
mbo-call-olt-02,3,7,3,8:03 pm,Puntual
mbo-lpue-olt-00,3,3,48,11:57 am,Masivo
flc-coro-olt-01,3,14,26,2:57 am,Masivo
mbo-bvis-olt-03,6,10,7,2:15 am,Masivo
mbo-bvis-olt-03,2,10,4,10:40 pm,Puntual
mbo-pomo-olt-00,6,1,8,8:36 pm,Masivo
flc-coro-olt-04,2,1,17,7:21 pm,Masivo
mbo-bvis-olt-01,1,15,5,2:25 am,Puntual
mbo-bvis-olt-01,1,15,53,3:23 pm,Masivo
mbo-call-olt-05,5,11,64,5:10 pm,Masivo
mbo-call-olt-05,2,13,2,3:13 p.m.,Puntual
mbo-bvis-olt-05,6,4,14,2:24 a.m.,Masivo
mbo-lpue-olt-00,3,3,21,4:41 am,Masivo
mbo-call-olt-05,5,4,58,7:46 am,Masivo
mbo-bvis-olt-05,3,7,29,3:12 pm,Masivo
mbo-bvis-olt-03,7,3,4,9:20 p.m.,Puntual
flc-coro-olt-01,4,9,14,1:57 pm,Masivo
mbo-call-olt-02,2,13,7,1:24 pm,Masivo
mbo-pomo-olt-00,2,9,5,3:11 a.m.,Puntual
mbo-bvis-olt-03,7,7,1,2:52 am,Puntual
flc-coro-olt-04,6,6,2,9:25 am,Puntual
mbo-pomo-olt-00,1,9,6,3:32 pm,Masivo
mbo-lpue-olt-00,6,9,11,10:21 pm,Masivo
mbo-bvis-olt-03,5,0,36,6:06 pm,Masivo
mbo-bvis-olt-05,1,6,1,3:06 pm,Puntual
mbo-pomo-olt-00,4,12,1,5:42 am,Puntual
flc-coro-olt-04,7,1,8,1:10 p.m.,Masivo
mbo-call-olt-02,1,11,29,3:53 a.m.,Masivo
mbo-pomo-olt-00,6,14,36,5:31 a.m.,Masivo
mbo-bvis-olt-05,7,9,1,6:50 a.m.,Puntual
mbo-call-olt-05,3,9,3,12:54 p.m.,Puntual
mbo-call-olt-02,4,1,5,9:21 pm,Puntual
mbo-bvis-olt-01,4,3,30,8:42 a.m.,Masivo
mbo-bvis-olt-03,4,4,5,9:27 am,Puntual
mbo-lpue-olt-00,3,1,10,9:39 am,Masivo
mbo-call-olt-05,7,9,1,11:56 am,Puntual
mbo-bvis-olt-03,3,3,2,2:11 pm,Puntual
mbo-bvis-olt-03,7,15,21,3:50 am,Masivo
mbo-bvis-olt-01,2,3,33,9:26 p.m.,Masivo
mbo-lpue-olt-00,2,13,13,3:58 am,Masivo
flc-coro-olt-01,3,2,8,12:38 pm,Masivo
mbo-call-olt-02,1,0,8,3:30 am,Masivo
mbo-bvis-olt-01,1,2,6,11:51 a.m.,Masivo
flc-coro-olt-01,3,14,4,6:58 am,Puntual
mbo-call-olt-02,6,14,2,5:57 pm,Puntual
flc-coro-olt-01,2,10,7,2:32 pm,Masivo
mbo-bvis-olt-03,7,2,10,11:51 a.m.,Masivo
mbo-pomo-olt-00,5,0,3,5:01 pm,Puntual
flc-coro-olt-01,2,4,5,10:36 pm,Puntual
flc-coro-olt-04,4,4,3,4:29 p.m.,Puntual
mbo-bvis-olt-01,6,14,13,12:52 pm,Masivo
mbo-lpue-olt-00,1,8,8,10:46 a.m.,Masivo
mbo-bvis-olt-03,7,10,11,6:23 a.m.,Masivo
mbo-pomo-olt-00,7,10,4,1:04 pm,Puntual
mbo-bvis-olt-01,1,8,21,3:35 a.m.,Masivo
mbo-call-olt-02,7,3,1,6:17 pm,Puntual
mbo-call-olt-05,6,11,2,9:04 pm,Puntual
mbo-bvis-olt-03,1,1,43,11:15 p.m.,Masivo
mbo-call-olt-05,1,0,28,6:18 a.m.,Masivo
mbo-call-olt-02,1,15,36,7:45 pm,Masivo
mbo-bvis-olt-01,5,13,36,9:02 p.m.,Masivo
mbo-call-olt-05,5,9,20,5:23 a.m.,Masivo
mbo-bvis-olt-01,5,7,10,4:10 am,Masivo
mbo-bvis-olt-03,7,7,23,11:25 am,Masivo
mbo-call-olt-05,6,3,12,2:20 p.m.,Masivo
mbo-call-olt-05,6,1,59,7:51 am,Masivo
mbo-call-olt-02,6,1,4,10:19 a.m.,Puntual
mbo-call-olt-02,1,1,3,1:00 pm,Puntual
mbo-lpue-olt-00,4,7,13,4:27 p.m.,Masivo
flc-coro-olt-04,5,2,2,7:30 pm,Puntual
mbo-pomo-olt-00,6,8,14,5:43 am,Masivo
flc-coro-olt-04,4,12,10,5:38 a.m.,Masivo
mbo-call-olt-05,2,0,10,9:39 pm,Masivo
mbo-pomo-olt-00,7,6,3,8:53 am,Puntual
mbo-lpue-olt-00,5,8,9,1:27 am,Masivo
mbo-call-olt-02,3,2,3,7:23 pm,Puntual
mbo-call-olt-02,5,10,8,11:12 am,Masivo
mbo-bvis-olt-01,1,13,5,10:02 am,Puntual
mbo-bvis-olt-03,2,1,31,11:06 a.m.,Masivo
mbo-bvis-olt-01,2,2,2,4:25 pm,Puntual
mbo-bvis-olt-03,1,1,56,2:55 pm,Masivo
mbo-pomo-olt-00,4,2,13,11:13 am,Masivo
mbo-bvis-olt-05,3,2,4,6:47 pm,Puntual
flc-coro-olt-01,6,3,1,7:04 am,Puntual
mbo-bvis-olt-01,3,14,3,1:14 am,Puntual
mbo-pomo-olt-00,6,6,4,7:57 am,Puntual
flc-coro-olt-01,5,9,15,7:51 am,Masivo
mbo-lpue-olt-00,2,10,6,4:20 pm,Masivo
mbo-call-olt-05,1,5,12,8:59 pm,Masivo
flc-coro-olt-04,6,12,16,10:39 pm,Masivo
mbo-bvis-olt-01,2,4,8,3:36 am,Masivo
mbo-bvis-olt-05,7,14,28,9:56 pm,Masivo
mbo-bvis-olt-05,5,13,52,11:25 pm,Masivo
mbo-pomo-olt-00,3,0,4,5:05 pm,Puntual
flc-coro-olt-01,1,14,3,3:47 am,Puntual
mbo-lpue-olt-00,6,2,45,2:32 pm,Masivo
mbo-pomo-olt-00,3,9,25,8:42 am,Masivo
flc-coro-olt-04,5,11,1,4:40 am,Puntual
mbo-call-olt-02,6,0,2,9:01 pm,Puntual
mbo-call-olt-02,7,15,5,7:23 am,Puntual
mbo-pomo-olt-00,3,2,15,2:50 am,Masivo
mbo-lpue-olt-00,1,6,29,11:29 pm,Masivo
mbo-bvis-olt-05,2,14,2,1:21 am,Puntual
flc-coro-olt-04,4,14,21,2:00 am,Masivo
mbo-call-olt-05,1,12,8,9:09 a.m.,Masivo
flc-coro-olt-01,2,11,5,7:29 p.m.,Puntual
mbo-bvis-olt-01,6,14,51,12:45 am,Masivo
mbo-call-olt-05,6,3,4,11:52 pm,Puntual
mbo-call-olt-02,3,3,4,11:44 a.m.,Puntual
mbo-bvis-olt-01,7,6,11,9:10 am,Masivo
mbo-bvis-olt-01,7,9,36,6:10 pm,Masivo
mbo-bvis-olt-03,3,11,43,2:57 am,Masivo
mbo-pomo-olt-00,7,0,2,12:29 a.m.,Puntual
mbo-pomo-olt-00,1,15,5,4:56 pm,Puntual
flc-coro-olt-01,7,5,4,11:00 am,Puntual
mbo-pomo-olt-00,6,8,9,10:04 pm,Masivo
mbo-call-olt-05,2,10,18,6:47 am,Masivo
mbo-call-olt-02,3,7,3,2:00 a.m.,Puntual
flc-coro-olt-01,5,10,14,3:49 am,Masivo
mbo-call-olt-02,2,13,15,10:13 am,Masivo
mbo-bvis-olt-01,7,5,20,2:13 pm,Masivo
mbo-call-olt-02,2,1,7,7:39 pm,Masivo
mbo-call-olt-02,4,3,11,5:45 am,Masivo
mbo-lpue-olt-00,2,5,3,6:01 am,Puntual
mbo-call-olt-05,5,13,32,7:55 pm,Masivo
flc-coro-olt-04,3,8,8,10:19 pm,Masivo
mbo-bvis-olt-05,1,15,13,11:50 a.m.,Masivo
mbo-lpue-olt-00,7,13,3,10:50 pm,Puntual
mbo-bvis-olt-03,2,8,3,11:58 p.m.,Puntual
mbo-bvis-olt-01,4,5,11,10:33 pm,Masivo
mbo-lpue-olt-00,2,1,7,2:20 pm,Masivo
flc-coro-olt-04,4,4,14,2:10 am,Masivo
mbo-lpue-olt-00,1,14,2,5:23 am,Puntual
mbo-call-olt-02,4,5,14,11:44 a.m.,Masivo
flc-coro-olt-04,1,14,54,12:22 am,Masivo
mbo-call-olt-02,7,8,5,9:47 p.m.,Puntual
flc-coro-olt-01,7,11,12,5:01 pm,Masivo
mbo-call-olt-05,7,7,1,1:19 am,Puntual
mbo-pomo-olt-00,6,6,8,10:41 p.m.,Masivo
flc-coro-olt-01,2,12,1,1:40 p.m.,Puntual
mbo-pomo-olt-00,7,6,10,1:30 a.m.,Masivo
mbo-call-olt-02,2,5,25,3:20 a.m.,Masivo
mbo-bvis-olt-01,1,11,1,6:17 p.m.,Puntual
mbo-lpue-olt-00,4,7,8,7:24 am,Masivo
flc-coro-olt-04,2,15,23,10:30 am,Masivo
mbo-bvis-olt-03,2,6,12,1:12 am,Masivo
mbo-bvis-olt-01,1,14,64,6:34 pm,Masivo
mbo-bvis-olt-05,5,11,1,10:25 pm,Puntual
mbo-call-olt-05,6,13,4,4:27 a.m.,Puntual
mbo-pomo-olt-00,7,0,8,12:07 a.m.,Masivo
mbo-call-olt-02,4,11,22,2:38 am,Masivo
mbo-lpue-olt-00,3,9,17,11:48 am,Masivo
flc-coro-olt-01,4,8,5,10:14 am,Puntual
mbo-bvis-olt-03,1,11,5,7:43 a.m.,Puntual
mbo-bvis-olt-01,4,1,3,12:48 pm,Puntual
flc-coro-olt-04,4,4,5,5:07 am,Puntual
mbo-call-olt-02,2,1,64,4:48 pm,Masivo
mbo-bvis-olt-01,6,13,4,2:13 a.m.,Puntual
flc-coro-olt-01,3,14,16,6:01 a.m.,Masivo
mbo-bvis-olt-03,7,15,7,7:11 pm,Masivo
mbo-call-olt-02,4,8,1,3:18 a.m.,Puntual
mbo-bvis-olt-01,1,3,58,12:14 pm,Masivo
mbo-bvis-olt-05,2,0,27,5:21 pm,Masivo
flc-coro-olt-01,3,7,5,2:37 am,Puntual
flc-coro-olt-04,1,13,1,12:22 a.m.,Puntual
mbo-pomo-olt-00,3,13,54,8:30 pm,Masivo
flc-coro-olt-01,5,11,5,4:43 am,Puntual
mbo-bvis-olt-05,3,14,2,5:02 pm,Puntual
flc-coro-olt-01,3,3,11,9:06 pm,Masivo
mbo-bvis-olt-05,5,15,3,10:24 pm,Puntual
mbo-bvis-olt-03,5,10,11,3:57 p.m.,Masivo
flc-coro-olt-04,6,12,1,12:42 pm,Puntual
mbo-call-olt-05,6,11,1,9:41 pm,Puntual
flc-coro-olt-01,1,13,59,6:16 p.m.,Masivo
mbo-bvis-olt-03,5,13,8,9:13 a.m.,Masivo
mbo-bvis-olt-03,2,10,14,5:35 pm,Masivo
mbo-bvis-olt-03,1,9,25,5:56 am,Masivo
mbo-bvis-olt-01,3,6,2,9:32 pm,Puntual
mbo-pomo-olt-00,1,8,11,12:10 am,Masivo
mbo-bvis-olt-03,5,11,5,1:23 p.m.,Puntual
mbo-bvis-olt-03,6,8,35,2:09 pm,Masivo
mbo-bvis-olt-03,4,14,7,1:16 p.m.,Masivo
flc-coro-olt-01,1,7,10,3:55 pm,Masivo
mbo-bvis-olt-05,1,6,59,10:03 a.m.,Masivo
flc-coro-olt-01,4,5,1,6:03 am,Puntual
mbo-call-olt-02,6,7,53,5:17 am,Masivo
mbo-lpue-olt-00,2,0,24,12:06 pm,Masivo
mbo-bvis-olt-03,2,5,10,7:40 p.m.,Masivo
mbo-lpue-olt-00,4,15,1,11:50 am,Puntual
mbo-lpue-olt-00,7,2,12,12:58 pm,Masivo
mbo-bvis-olt-03,7,5,8,10:57 am,Masivo
mbo-call-olt-05,4,3,7,9:50 am,Masivo
mbo-call-olt-02,1,13,13,5:29 a.m.,Masivo
mbo-bvis-olt-01,6,11,34,12:20 am,Masivo
flc-coro-olt-01,5,14,25,1:45 am,Masivo
mbo-lpue-olt-00,7,2,11,6:51 pm,Masivo
mbo-bvis-olt-03,7,6,25,6:18 am,Masivo
mbo-bvis-olt-03,5,0,4,11:32 p.m.,Puntual
mbo-lpue-olt-00,7,6,5,4:46 pm,Puntual
mbo-pomo-olt-00,2,4,2,12:12 am,Puntual
mbo-lpue-olt-00,6,11,9,5:36 pm,Masivo
flc-coro-olt-01,3,7,34,3:54 am,Masivo
mbo-bvis-olt-01,6,11,29,12:36 am,Masivo
mbo-bvis-olt-01,2,15,7,1:45 pm,Masivo
flc-coro-olt-04,5,2,10,7:22 am,Masivo
mbo-lpue-olt-00,7,9,2,4:01 pm,Puntual
mbo-bvis-olt-01,6,15,28,8:55 pm,Masivo
mbo-call-olt-05,1,5,17,10:32 am,Masivo
mbo-call-olt-02,1,3,5,1:43 am,Puntual
mbo-bvis-olt-05,2,12,41,10:15 am,Masivo
mbo-bvis-olt-01,3,2,26,6:36 pm,Masivo
flc-coro-olt-04,4,12,10,12:22 a.m.,Masivo
mbo-call-olt-02,6,3,2,10:27 pm,Puntual
mbo-pomo-olt-00,2,0,31,6:44 a.m.,Masivo
mbo-call-olt-02,1,2,11,3:30 pm,Masivo
mbo-bvis-olt-05,1,12,2,4:47 p.m.,Puntual
flc-coro-olt-01,5,7,1,12:37 pm,Puntual
mbo-pomo-olt-00,5,5,9,8:33 pm,Masivo
flc-coro-olt-04,4,10,27,4:59 a.m.,Masivo
mbo-call-olt-05,2,4,9,10:56 pm,Masivo
mbo-bvis-olt-03,3,2,53,8:45 p.m.,Masivo
flc-coro-olt-01,2,3,10,11:26 pm,Masivo
mbo-pomo-olt-00,5,2,18,4:16 pm,Masivo
flc-coro-olt-01,3,7,1,6:09 am,Puntual
mbo-call-olt-05,1,2,21,7:56 pm,Masivo
mbo-bvis-olt-05,2,1,13,4:36 p.m.,Masivo
mbo-lpue-olt-00,2,7,46,12:12 pm,Masivo
mbo-call-olt-02,1,13,44,8:54 am,Masivo
mbo-lpue-olt-00,5,14,1,11:57 a.m.,Puntual
mbo-lpue-olt-00,3,0,3,9:39 am,Puntual
flc-coro-olt-04,3,4,18,4:39 pm,Masivo
mbo-lpue-olt-00,5,11,30,5:46 am,Masivo
mbo-call-olt-02,4,10,8,4:12 a.m.,Masivo
mbo-bvis-olt-05,4,9,7,7:26 am,Masivo
flc-coro-olt-01,6,10,10,12:24 pm,Masivo
mbo-pomo-olt-00,7,6,4,12:01 a.m.,Puntual
mbo-call-olt-02,2,11,27,11:49 a.m.,Masivo
flc-coro-olt-01,5,11,4,5:57 a.m.,Puntual
flc-coro-olt-01,4,2,28,9:47 am,Masivo
mbo-bvis-olt-03,7,15,2,1:05 am,Puntual
flc-coro-olt-04,7,0,4,6:55 p.m.,Puntual
mbo-bvis-olt-01,1,4,64,11:54 pm,Masivo
flc-coro-olt-04,1,6,6,7:15 pm,Masivo
flc-coro-olt-01,3,11,3,2:28 pm,Puntual
flc-coro-olt-04,6,7,22,6:32 am,Masivo
mbo-lpue-olt-00,1,0,17,11:58 p.m.,Masivo
flc-coro-olt-04,5,5,1,9:34 p.m.,Puntual
mbo-bvis-olt-03,7,4,51,4:57 a.m.,Masivo
mbo-call-olt-02,4,10,4,4:19 p.m.,Puntual
flc-coro-olt-04,4,2,1,2:21 pm,Puntual
mbo-pomo-olt-00,4,8,19,8:50 am,Masivo
mbo-pomo-olt-00,6,7,5,8:03 am,Puntual
mbo-bvis-olt-01,7,4,5,5:48 pm,Puntual
mbo-pomo-olt-00,2,15,7,7:44 p.m.,Masivo
mbo-bvis-olt-01,3,4,3,9:22 pm,Puntual
mbo-bvis-olt-01,1,9,1,6:48 p.m.,Puntual
mbo-call-olt-05,1,3,27,12:08 pm,Masivo
mbo-pomo-olt-00,5,12,19,6:28 p.m.,Masivo
flc-coro-olt-04,2,4,3,6:17 am,Puntual
mbo-bvis-olt-05,5,0,32,2:55 am,Masivo
mbo-lpue-olt-00,3,7,1,3:38 am,Puntual
mbo-bvis-olt-05,3,7,7,1:30 p.m.,Masivo
mbo-lpue-olt-00,4,0,10,2:43 pm,Masivo
mbo-bvis-olt-01,1,14,13,12:41 a.m.,Masivo
mbo-call-olt-05,1,3,3,4:09 pm,Puntual
mbo-call-olt-05,5,8,3,12:33 pm,Puntual
flc-coro-olt-01,7,14,4,8:57 pm,Puntual
mbo-bvis-olt-05,4,3,5,2:00 a.m.,Puntual
mbo-bvis-olt-03,4,15,18,6:53 pm,Masivo
mbo-bvis-olt-03,1,7,2,9:54 am,Puntual
mbo-pomo-olt-00,3,7,7,6:31 am,Masivo
mbo-pomo-olt-00,5,2,26,3:52 am,Masivo
mbo-call-olt-05,1,6,7,9:02 p.m.,Masivo
mbo-pomo-olt-00,1,3,2,1:27 pm,Puntual
mbo-lpue-olt-00,3,11,11,12:12 am,Masivo
mbo-bvis-olt-03,5,9,6,4:34 p.m.,Masivo
mbo-bvis-olt-05,7,9,38,2:22 p.m.,Masivo
flc-coro-olt-04,7,9,6,11:49 am,Masivo
mbo-bvis-olt-05,2,5,28,4:36 pm,Masivo
mbo-pomo-olt-00,1,4,1,10:16 pm,Puntual
flc-coro-olt-04,4,8,28,2:30 am,Masivo
flc-coro-olt-04,2,1,30,11:12 am,Masivo
flc-coro-olt-01,2,8,9,10:46 a.m.,Masivo
mbo-lpue-olt-00,4,11,10,3:20 am,Masivo
flc-coro-olt-04,1,11,7,6:17 am,Masivo
mbo-pomo-olt-00,7,14,8,1:36 pm,Masivo
mbo-bvis-olt-01,3,6,1,4:20 am,Puntual
mbo-bvis-olt-03,4,10,3,7:00 p.m.,Puntual
mbo-lpue-olt-00,3,6,4,10:50 pm,Puntual
mbo-bvis-olt-03,5,1,62,2:47 am,Masivo
flc-coro-olt-04,3,13,1,1:45 am,Puntual
mbo-bvis-olt-01,3,3,5,10:33 pm,Puntual
mbo-call-olt-02,5,11,14,7:41 am,Masivo
mbo-bvis-olt-01,4,11,37,10:17 pm,Masivo
flc-coro-olt-01,6,12,5,2:06 am,Puntual
mbo-call-olt-05,7,12,5,2:37 pm,Puntual
flc-coro-olt-01,4,14,17,10:43 pm,Masivo
flc-coro-olt-04,6,14,9,7:34 p.m.,Masivo
mbo-call-olt-02,3,1,1,8:53 pm,Puntual
mbo-bvis-olt-03,7,0,9,11:10 pm,Masivo
mbo-lpue-olt-00,1,9,14,6:27 a.m.,Masivo
mbo-bvis-olt-05,5,11,14,2:36 am,Masivo
mbo-lpue-olt-00,6,8,25,5:46 pm,Masivo
mbo-bvis-olt-03,2,0,1,3:14 am,Puntual
flc-coro-olt-01,1,12,9,4:59 p.m.,Masivo
mbo-pomo-olt-00,1,15,9,7:57 am,Masivo
flc-coro-olt-01,6,8,9,2:50 pm,Masivo
mbo-call-olt-02,1,6,1,1:54 am,Puntual
flc-coro-olt-01,4,10,59,10:48 am,Masivo
mbo-bvis-olt-05,5,7,8,7:37 am,Masivo
mbo-bvis-olt-05,5,1,3,11:39 am,Puntual
mbo-call-olt-02,7,14,16,3:43 p.m.,Masivo
mbo-call-olt-05,7,5,28,5:16 am,Masivo
mbo-lpue-olt-00,5,4,1,4:54 p.m.,Puntual
flc-coro-olt-01,3,2,3,5:21 am,Puntual
flc-coro-olt-04,3,8,8,12:09 am,Masivo
flc-coro-olt-01,7,7,11,2:23 pm,Masivo
mbo-lpue-olt-00,5,7,14,12:29 pm,Masivo
mbo-bvis-olt-05,6,5,12,3:39 am,Masivo
mbo-lpue-olt-00,2,9,1,7:16 pm,Puntual
mbo-bvis-olt-03,6,15,1,3:48 pm,Puntual
mbo-call-olt-05,1,3,3,8:18 pm,Puntual
mbo-lpue-olt-00,6,3,3,5:09 pm,Puntual
mbo-call-olt-02,4,1,31,9:37 am,Masivo
mbo-bvis-olt-03,6,2,5,4:12 am,Puntual
mbo-bvis-olt-03,6,15,5,2:37 am,Puntual
mbo-call-olt-02,7,8,18,11:25 pm,Masivo
flc-coro-olt-01,3,13,40,2:08 pm,Masivo
mbo-bvis-olt-01,4,4,9,6:29 am,Masivo
mbo-bvis-olt-05,5,1,14,10:35 pm,Masivo
mbo-call-olt-02,5,0,3,11:17 a.m.,Puntual
flc-coro-olt-04,1,14,12,6:13 pm,Masivo
mbo-bvis-olt-03,3,12,23,3:22 am,Masivo
mbo-pomo-olt-00,1,8,7,8:28 a.m.,Masivo
mbo-pomo-olt-00,2,10,5,1:00 p.m.,Puntual
mbo-bvis-olt-01,4,9,15,8:19 pm,Masivo
mbo-lpue-olt-00,7,9,5,5:46 a.m.,Puntual
mbo-call-olt-02,7,2,12,12:48 pm,Masivo
flc-coro-olt-01,6,3,10,9:05 p.m.,Masivo
mbo-bvis-olt-05,3,10,8,9:54 pm,Masivo
mbo-bvis-olt-01,4,9,5,6:35 pm,Puntual
mbo-call-olt-02,7,8,13,7:26 p.m.,Masivo
mbo-lpue-olt-00,3,15,19,4:13 p.m.,Masivo
mbo-lpue-olt-00,3,1,8,12:03 am,Masivo
mbo-call-olt-05,6,0,17,6:00 p.m.,Masivo
mbo-bvis-olt-01,1,10,5,9:20 pm,Puntual
flc-coro-olt-01,7,7,6,1:07 pm,Masivo
flc-coro-olt-01,5,15,23,4:23 am,Masivo
mbo-lpue-olt-00,2,13,34,12:56 pm,Masivo
mbo-bvis-olt-03,5,13,24,2:19 pm,Masivo
mbo-bvis-olt-05,4,8,1,4:40 pm,Puntual
mbo-call-olt-05,3,8,22,7:45 pm,Masivo
mbo-bvis-olt-05,2,15,29,8:46 p.m.,Masivo
mbo-call-olt-02,5,10,62,2:04 pm,Masivo
mbo-pomo-olt-00,3,8,14,11:39 pm,Masivo
mbo-lpue-olt-00,4,1,23,10:57 am,Masivo
mbo-bvis-olt-01,6,7,2,8:07 pm,Puntual
mbo-lpue-olt-00,2,10,1,7:29 am,Puntual
mbo-call-olt-05,7,11,2,8:03 p.m.,Puntual
mbo-bvis-olt-01,1,8,5,2:59 am,Puntual
mbo-bvis-olt-01,3,4,32,12:00 p.m.,Masivo
mbo-pomo-olt-00,7,12,18,7:09 am,Masivo
mbo-call-olt-05,6,12,6,4:36 p.m.,Masivo
mbo-bvis-olt-05,5,5,11,6:07 am,Masivo
mbo-call-olt-02,4,13,27,8:55 pm,Masivo
mbo-call-olt-02,1,3,30,10:04 am,Masivo
flc-coro-olt-04,5,10,4,12:07 pm,Puntual
mbo-call-olt-02,2,6,5,4:34 p.m.,Puntual
mbo-call-olt-02,7,13,12,2:27 pm,Masivo
flc-coro-olt-01,1,4,15,2:44 pm,Masivo
mbo-pomo-olt-00,4,7,31,8:03 p.m.,Masivo
mbo-bvis-olt-01,3,7,1,7:47 p.m.,Puntual
flc-coro-olt-04,4,8,8,3:38 am,Masivo
mbo-lpue-olt-00,3,14,11,7:08 pm,Masivo
mbo-lpue-olt-00,5,6,3,3:01 pm,Puntual
flc-coro-olt-01,4,5,59,12:36 am,Masivo
mbo-call-olt-02,4,0,9,8:28 am,Masivo
mbo-bvis-olt-03,4,8,21,11:51 pm,Masivo
mbo-pomo-olt-00,5,1,4,10:19 a.m.,Puntual
mbo-pomo-olt-00,7,15,58,2:50 am,Masivo
flc-coro-olt-04,7,14,1,10:52 p.m.,Puntual
flc-coro-olt-01,7,4,46,4:54 pm,Masivo
mbo-call-olt-02,4,10,2,2:42 pm,Puntual
mbo-call-olt-05,3,2,5,5:24 pm,Puntual
flc-coro-olt-01,7,6,1,11:45 am,Puntual
flc-coro-olt-04,7,15,27,4:57 p.m.,Masivo
mbo-pomo-olt-00,5,1,2,9:25 pm,Puntual
mbo-call-olt-02,4,0,24,6:56 p.m.,Masivo
mbo-bvis-olt-01,1,9,2,10:07 p.m.,Puntual
mbo-bvis-olt-05,6,8,52,5:22 am,Masivo
flc-coro-olt-01,3,13,4,2:44 am,Puntual
mbo-call-olt-05,7,11,36,9:43 a.m.,Masivo
mbo-call-olt-05,7,12,3,11:34 p.m.,Puntual
mbo-bvis-olt-05,2,9,1,10:25 am,Puntual
mbo-pomo-olt-00,3,5,4,11:09 am,Puntual
mbo-call-olt-05,6,0,23,6:32 am,Masivo
flc-coro-olt-04,1,4,33,11:21 a.m.,Masivo
mbo-lpue-olt-00,1,3,5,3:35 p.m.,Puntual
flc-coro-olt-04,7,12,4,11:10 am,Puntual
flc-coro-olt-01,4,10,9,1:00 p.m.,Masivo
mbo-call-olt-02,5,2,8,7:47 a.m.,Masivo
mbo-call-olt-05,2,13,2,11:22 pm,Puntual
flc-coro-olt-04,3,6,2,4:56 pm,Puntual
mbo-call-olt-02,6,0,39,6:35 pm,Masivo
mbo-lpue-olt-00,3,10,48,11:58 pm,Masivo
mbo-call-olt-02,4,3,3,5:07 pm,Puntual
flc-coro-olt-01,7,6,18,9:15 a.m.,Masivo
mbo-lpue-olt-00,1,12,6,11:16 pm,Masivo
flc-coro-olt-01,4,7,10,9:13 pm,Masivo
mbo-call-olt-05,6,8,7,5:04 pm,Masivo
mbo-bvis-olt-01,3,6,14,3:26 a.m.,Masivo
flc-coro-olt-01,6,15,58,4:44 p.m.,Masivo
